path	line	pattern	snippet
.venv/Lib/site-packages/mypy/subtypes.py	1099	TODO	# TODO: What's the right thing to do here?
.venv/Lib/site-packages/mypy/subtypes.py	1127	TODO	# TODO: Strictly speaking, the type builtins.type is considered equivalent to
.venv/Lib/site-packages/mypy/subtypes.py	1219	NOTE	# NOTE: If we ever change this, be sure to also change the call to
.venv/Lib/site-packages/mypy/subtypes.py	1293	TODO	# TODO: reduce number of such cases (e.g. semanal_typeargs, post-semanal plugins).
.venv/Lib/site-packages/mypy/subtypes.py	1344	TODO	# TODO: find a cleaner solution that doesn't involve massive perf impact.
.venv/Lib/site-packages/mypy/subtypes.py	1471	TODO	# TODO: define cleaner rules for class vs instance variables.
.venv/Lib/site-packages/mypy/subtypes.py	1850	TODO	# TODO: handle suffix in UnpackType (i.e. *args: *Tuple[Ts, X, Y]).
.venv/Lib/site-packages/mypy/subtypes.py	1913	NOTE	#          Note: we already checked the *arg and **kwarg arguments in phase 1a.
.venv/Lib/site-packages/mypy/subtypes.py	1980	TODO	# TODO: partial overlap logic is flawed for positions.
.venv/Lib/site-packages/mypy/subtypes.py	2139	TODO	# TODO: Implement more robust support for runtime isinstance() checks, see issue #3827.
.venv/Lib/site-packages/mypy/subtypes.py	2153	TODO	# TODO: Add more special cases.
.venv/Lib/site-packages/mypy/subtypes.py	2164	TODO	# TODO Should List[int] be more precise than List[Any]?
.venv/Lib/site-packages/mypy/subtypes.py	2214	TODO	# TODO: handle settable properties with setter type different from getter.
.venv/Lib/site-packages/mypy/suggestions.py	139	NOTE	# NOTE: We could make this a bunch faster by implementing a StatementVisitor that skips
.venv/Lib/site-packages/mypy/suggestions.py	470	FIXME	# FIXME: Doesn't work right with generic types
.venv/Lib/site-packages/mypy/suggestions.py	550	TODO	# TODO: Also return OverloadedFuncDef -- currently these are ignored.
.venv/Lib/site-packages/mypy/suggestions.py	640	TODO	# TODO: Handle nested functions.
.venv/Lib/site-packages/mypy/suggestions.py	644	TODO	# TODO: add support for OverloadedFuncDef.
.venv/Lib/site-packages/mypy/suggestions.py	834	TODO	# TODO: Probably a lot
.venv/Lib/site-packages/mypy/suggestions.py	898	TODO	# TODO: use extended callables?
.venv/Lib/site-packages/mypy/suggestions.py	902	NOTE	# Note: for default arguments, we just assume that they
.venv/Lib/site-packages/mypy/suggestions.py	1001	TODO	# TODO: Refining of builtins.tuple, Type?
.venv/Lib/site-packages/mypy/test/data.py	29	TODO	# TODO: support more debuggers
.venv/Lib/site-packages/mypy/test/data.py	315	TODO	# TODO: add a better error message for when someone uses skip and xfail at the same time
.venv/Lib/site-packages/mypy/test/helpers.py	16	TODO	# TODO: avoid aliasing - import and subclass TestCase directly
.venv/Lib/site-packages/mypy/test/helpers.py	53	NOTE	# note last triple is a dummy, so don't need to worry
.venv/Lib/site-packages/mypy/test/helpers.py	348	TODO	# TODO: support specifying targets via the flags pragma
.venv/Lib/site-packages/mypy/test/helpers.py	378	NOTE	# Note that we increment the old file's mtime, which guarantees a
.venv/Lib/site-packages/mypy/test/meta/test_update_data.py	21	NOTE	# Note: We test multiple testcases rather than 'test case per test case'
.venv/Lib/site-packages/mypy/test/testdeps.py	80	TODO	# TODO: Should perhaps not return None here.
.venv/Lib/site-packages/mypy/test/testdiff.py	68	TODO	# TODO: Is it okay to return None?
.venv/Lib/site-packages/mypy/test/testfinegrained.py	66	TODO	# TODO: In caching mode we currently don't well support
.venv/Lib/site-packages/mypy/test/testinfer.py	219	NOTE	# Note: the grouping function doesn't actually inspect the input exprs, so we
.venv/Lib/site-packages/mypy/test/testinfer.py	301	NOTE	# Note: We do 'x4 == x0' at the very end!
.venv/Lib/site-packages/mypy/test/testmerge.py	118	TODO	# TODO: Is it okay to return None?
.venv/Lib/site-packages/mypy/test/testpep561.py	18	NOTE	# NOTE: options.use_builtins_fixtures should not be set in these
.venv/Lib/site-packages/mypy/test/testpep561.py	81	NOTE	# Note that newer versions of pip (21.3+) don't
.venv/Lib/site-packages/mypy/test/testsolve.py	100	TODO	# TODO: figure out what this should be after changes to meet(any, X)
.venv/Lib/site-packages/mypy/test/teststubtest.py	2497	TODO	# TODO: test abstract properties with setters
.venv/Lib/site-packages/mypy/test/testsubtypes.py	73	TODO	# TODO make this work
.venv/Lib/site-packages/mypy/test/testtypes.py	868	TODO	# TODO: this can be more precise than "object", see a comment in mypy/join.py
.venv/Lib/site-packages/mypy/test/testtypes.py	1068	TODO	# TODO: Function types + varargs and default args.
.venv/Lib/site-packages/mypy/treetransform.py	148	NOTE	# NOTE: The 'names' and 'imports' instance variables will be empty!
.venv/Lib/site-packages/mypy/treetransform.py	179	NOTE	# Note that a FuncDef must be transformed to a FuncDef.
.venv/Lib/site-packages/mypy/treetransform.py	283	NOTE	# Note that a Decorator must be transformed to a Decorator.
.venv/Lib/site-packages/mypy/treetransform.py	291	NOTE	# Note that a Var must be transformed to a Var.
.venv/Lib/site-packages/mypy/type_visitor.py	266	TODO	# TODO: This appears to be unsafe.
.venv/Lib/site-packages/mypy/type_visitor.py	281	TODO	# TODO: This appears to be unsafe.
.venv/Lib/site-packages/mypy/type_visitor.py	353	TODO	# TODO: check that we don't have existing violations of this rule.
.venv/Lib/site-packages/mypy/type_visitor.py	444	TODO	# TODO: Ideally we should fire subvisitors here (or use caching) if we care
.venv/Lib/site-packages/mypy/type_visitor.py	584	TODO	# TODO: Ideally we should fire subvisitors here (or use caching) if we care
.venv/Lib/site-packages/mypy/typeanal.py	518	TODO	# TODO: should these be re-analyzed to get rid of this inconsistency?
.venv/Lib/site-packages/mypy/typeanal.py	546	TODO	# TODO: Move error message generation to messages.py. We'd first
.venv/Lib/site-packages/mypy/typeanal.py	785	TODO	# TODO: verify this is unreachable and replace with an assert?
.venv/Lib/site-packages/mypy/typeanal.py	871	TODO	# TODO: should we allow NamedTuples generic in ParamSpec?
.venv/Lib/site-packages/mypy/typeanal.py	889	TODO	# TODO: should we allow TypedDicts generic in ParamSpec?
.venv/Lib/site-packages/mypy/typeanal.py	950	NOTE	# Enum value. Note: we only want to return a LiteralType when
.venv/Lib/site-packages/mypy/typeanal.py	982	TODO	# TODO: Move this message building logic to messages.py.
.venv/Lib/site-packages/mypy/typeanal.py	1029	TODO	# TODO: Would it be better to always return Any instead of UnboundType
.venv/Lib/site-packages/mypy/typeanal.py	1077	TODO	# TODO: should we do something here?
.venv/Lib/site-packages/mypy/typeanal.py	1105	TODO	# TODO: attach namespace for nested free type variables (these appear in return type only).
.venv/Lib/site-packages/mypy/typeanal.py	1138	TODO	# TODO: it would be better to avoid this get_proper_type() call.
.venv/Lib/site-packages/mypy/typeanal.py	1190	TODO	# TODO: What if it's an Instance? Then use t.type.fullname?
.venv/Lib/site-packages/mypy/typeanal.py	1208	TODO	# TODO: What if it's an Instance? Then use t.type.fullname?
.venv/Lib/site-packages/mypy/typeanal.py	1300	TODO	# TODO: rework
.venv/Lib/site-packages/mypy/typeanal.py	1349	NOTE	# Note: if at some point in the distant future, we decide to
.venv/Lib/site-packages/mypy/typeanal.py	1364	NOTE	# Note: the reason why we use a generic error message for strings
.venv/Lib/site-packages/mypy/typeanal.py	1417	TODO	# TODO: Handle non-TypeInfo
.venv/Lib/site-packages/mypy/typeanal.py	1675	NOTE	# Note that arglist below is only used for error context.
.venv/Lib/site-packages/mypy/typeanal.py	1724	NOTE	# Note: We can encounter Literals containing 'Any' under three circumstances:
.venv/Lib/site-packages/mypy/typeanal.py	1734	TODO	# TODO: Once we start adding support for enums, make sure we report a custom
.venv/Lib/site-packages/mypy/typeanal.py	1752	NOTE	# Note: we deliberately ignore arg.note here: the extra info might normally be
.venv/Lib/site-packages/mypy/typeanal.py	1968	TODO	# TODO: handle forward references here, they appear as Unpack[Any].
.venv/Lib/site-packages/mypy/typeanal.py	2118	TODO	# TODO: can this cause an infinite recursion?
.venv/Lib/site-packages/mypy/typeanal.py	2122	NOTE	# Note that we keep the kind of Any for consistency.
.venv/Lib/site-packages/mypy/typeanal.py	2146	NOTE	# Note: this is the only case where we use an eager expansion. See more info about
.venv/Lib/site-packages/mypy/typeanal.py	2222	TODO	# TODO: we need to check args validity w.r.t alias.alias_tvars.
.venv/Lib/site-packages/mypy/typeanal.py	2224	NOTE	# Note: in type context, these will be still caught by semanal_typeargs.
.venv/Lib/site-packages/mypy/typeanal.py	2272	TODO	# TODO Handle TypeVarTuple defaults
.venv/Lib/site-packages/mypy/typeanal.py	2306	TODO	# TODO: this doesn't really need to be a translator, but we don't have a trivial visitor.
.venv/Lib/site-packages/mypy/typeanal.py	2353	TODO	# TODO: should we handle such aliases using type_recursion counter and some large limit?
.venv/Lib/site-packages/mypy/typeanal.py	2451	TODO	# TODO: combine logic with instantiate_type_alias().
.venv/Lib/site-packages/mypy/typeanal.py	2454	TODO	# TODO: is it OK to fill with TypeOfAny.from_error instead of special form?
.venv/Lib/site-packages/mypy/typeops.py	122	NOTE	# Note: flattening recursive unions is dangerous, since it can fool recursive
.venv/Lib/site-packages/mypy/typeops.py	257	NOTE	# since they will not be available after we bind them. Note, we use explicit
.venv/Lib/site-packages/mypy/typeops.py	368	NOTE	# constructed type. Note that both type and inst_type may have type
.venv/Lib/site-packages/mypy/typeops.py	439	TODO	# TODO: infer bounds on the type of *args?
.venv/Lib/site-packages/mypy/typeops.py	457	TODO	# TODO: type check method override (see #7861).
.venv/Lib/site-packages/mypy/typeops.py	498	TODO	# TODO: use value restrictions to produce a union?
.venv/Lib/site-packages/mypy/typeops.py	819	TODO	# TODO(PEP612): fix for ParamSpecType
.venv/Lib/site-packages/mypy/typeops.py	845	TODO	# TODO: make sure the caller defers if possible.
.venv/Lib/site-packages/mypy/typeops.py	865	TODO	# TODO: somewhat unfortunate duplication with prepare_method_signature in semanal
.venv/Lib/site-packages/mypy/typeops.py	884	NOTE	# We need this for better error messages, like missing `self` note:
.venv/Lib/site-packages/mypy/typeops.py	904	TODO	# TODO: See if we can eliminate this function and call the below one directly
.venv/Lib/site-packages/mypy/typeops.py	1111	TODO	# TODO: should we always use this function instead of get_type_vars() above?
.venv/Lib/site-packages/mypy/typeops.py	1175	TODO	# TODO: support other types (see ExpressionChecker.has_member())?
.venv/Lib/site-packages/mypy/typeops.py	1234	TODO	# TODO: this is wrong, it creates callables that are not recognized as type objects.
.venv/Lib/site-packages/mypy/types.py	51	TODO	# TODO: confirm that we're happy with representing enums (and the
.venv/Lib/site-packages/mypy/types.py	54	NOTE	# Note: if we change the set of types included below, we must also
.venv/Lib/site-packages/mypy/types.py	68	NOTE	# Note: Although "Literal[None]" is a valid type, we internally always convert
.venv/Lib/site-packages/mypy/types.py	72	NOTE	# Note: Float values are only used internally. They are not accepted within
.venv/Lib/site-packages/mypy/types.py	355	TODO	# TODO: this logic duplicates the one in expand_type_by_instance().
.venv/Lib/site-packages/mypy/types.py	435	NOTE	# Note: never use this to determine subtype relationships, use is_subtype().
.venv/Lib/site-packages/mypy/types.py	1763	TODO	# TODO:
.venv/Lib/site-packages/mypy/types.py	1843	TODO	# TODO: variables don't really belong here, but they are used to allow hacky support
.venv/Lib/site-packages/mypy/types.py	1897	TODO	# TODO: here is a lot of code duplication with Callable type, fix this.
.venv/Lib/site-packages/mypy/types.py	2111	TODO	# TODO: should we assert that only ARG_STAR contain ParamSpecType?
.venv/Lib/site-packages/mypy/types.py	2353	TODO	# TODO: confirm that all arg kinds are positional
.venv/Lib/site-packages/mypy/types.py	2395	NOTE	# Note that we don't normalize *args: *tuple[X, ...] -> *args: X,
.venv/Lib/site-packages/mypy/types.py	2485	TODO	# TODO: As an optimization, leave out everything related to
.venv/Lib/site-packages/mypy/types.py	2574	TODO	# TODO: use this in more places in checkexpr.py etc?
.venv/Lib/site-packages/mypy/types.py	2824	TODO	# TODO: there some additional cases we can support for homogeneous variadic
.venv/Lib/site-packages/mypy/types.py	3122	NOTE	# NOTE: Enum types are always truthy by default, but this can be changed
.venv/Lib/site-packages/mypy/types.py	3126	TODO	# TODO: We should consider moving this branch to the `can_be_true`
.venv/Lib/site-packages/mypy/types.py	3178	NOTE	# Note: 'builtins.bytes' only appears in Python 3, so we want to
.venv/Lib/site-packages/mypy/types.py	3237	TODO	# TODO: maybe switch this to True during type-checking pass?
.venv/Lib/site-packages/mypy/types.py	3527	TODO	# TODO: this is an ugly hack, remove.
.venv/Lib/site-packages/mypy/types.py	3532	TODO	# TODO: store the name of original type alias on this type, so we can show it in errors.
.venv/Lib/site-packages/mypy/types.py	3551	OPTIMIZE	# Optimize for the common case so that we don't need to allocate anything
.venv/Lib/site-packages/mypy/types.py	3939	NOTE	# Use singleton since this is hot (note: call reset() before using)
.venv/Lib/site-packages/mypy/types_utils.py	89	TODO	# TODO: what else cannot be present in `type[...]`?
.venv/Lib/site-packages/mypy/types_utils.py	169	TODO	# TODO: verify that we can only have a TypeVarTuple here.
.venv/Lib/site-packages/mypy/typestate.py	65	OPTIMIZE	# Used to calculate fine grained protocol dependencies and optimize protocol
.venv/Lib/site-packages/mypy/typestate.py	102	OPTIMIZE	# via the cls parameter, since mypyc can optimize accesses to
.venv/Lib/site-packages/mypy/typestate.py	272	TODO	# TODO: avoid everything from typeshed
.venv/Lib/site-packages/mypy/typestate.py	282	NOTE	# Note: strictly speaking, the protocol doesn't need to be
.venv/Lib/site-packages/mypy/typetraverser.py	61	NOTE	# Note that type variable values and upper bound aren't treated as
.venv/Lib/site-packages/mypy/typetraverser.py	136	TODO	# TODO: sometimes we want to traverse target as well
.venv/Lib/site-packages/mypy/typevars.py	26	TODO	# TODO: why do we need to keep both typ.type_vars and typ.defn.type_vars?
.venv/Lib/site-packages/mypy/typevars.py	59	TODO	# TODO: do we need to also handle typeddict_type here and below?
.venv/Lib/site-packages/mypy/typevars.py	80	NOTE	# in turn uses `__eq__` defined for types. Note: we can't use `is_same_type` because
.venv/Lib/site-packages/mypy/typevars.py	82	NOTE	# before forward references resolution patch pass. Note also that it is not safe to use
.venv/Lib/site-packages/mypy/util.py	46	NOTE	# have a version of Windows 10 newer than this. Note that Windows 8 and below are not
.venv/Lib/site-packages/mypy/util.py	407	TODO	# TODO: What about getsetdescriptors that act like properties???
.venv/Lib/site-packages/mypy/util.py	736	TODO	# TODO: detecting source code highlights through an indent can be surprising.
.venv/Lib/site-packages/mypy/util.py	786	TODO	# TODO: detecting source code highlights through an indent can be surprising.
.venv/Lib/site-packages/mypy/util.py	924	TODO	# TODO: If we don't sort keys here, testIncrementalInternalScramble fails
.venv/Lib/site-packages/mypy/visitor.py	368	TODO	# TODO: We have a visit_var method, but no visit_typeinfo or any
.venv/Lib/site-packages/mypy_extensions.py	165	TODO	# TODO: We may want to try to properly apply this to any type
.venv/Lib/site-packages/mypyc/annotate.py	184	TODO	# TODO: check if func_ir.line is -1
.venv/Lib/site-packages/mypyc/annotate.py	346	TODO	# TODO: Ignore all lines if multi-line
.venv/Lib/site-packages/mypyc/build.py	102	TODO	# TODO: Is there something else we should do to fail?
.venv/Lib/site-packages/mypyc/build.py	357	XXX	# XXX: This is bad though.
.venv/Lib/site-packages/mypyc/build.py	456	TODO	# TODO: unique names?
.venv/Lib/site-packages/mypyc/codegen/emit.py	487	XXX	# XXX other types might eventually need similar behavior
.venv/Lib/site-packages/mypyc/codegen/emit.py	608	TODO	# TODO: Verify refcount handling.
.venv/Lib/site-packages/mypyc/codegen/emit.py	638	TODO	# TODO: Range check for fixed-width types?
.venv/Lib/site-packages/mypyc/codegen/emit.py	869	TODO	# TODO: Verify refcount handling.
.venv/Lib/site-packages/mypyc/codegen/emit.py	944	TODO	# TODO: Don't use __float__ and __index__
.venv/Lib/site-packages/mypyc/codegen/emit.py	1009	TODO	# TODO: Always generate a new reference (if a reference type)
.venv/Lib/site-packages/mypyc/codegen/emit.py	1046	TODO	# TODO: Fail if dest is None
.venv/Lib/site-packages/mypyc/codegen/emitclass.py	45	TODO	# TODO: Add remaining dunder methods
.venv/Lib/site-packages/mypyc/codegen/emitclass.py	299	XXX	# XXX: there is no reason for the __weakref__ stuff to be mixed up with __dict__
.venv/Lib/site-packages/mypyc/codegen/emitclass.py	302	TODO	# TODO: They should get members in the struct instead of doing this nonsense.
.venv/Lib/site-packages/mypyc/codegen/emitclass.py	783	TODO	# TODO: Check and unbox arguments
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	235	TODO	# TODO: What about empty tuple?
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	358	TODO	# TODO: pre-calculate the mapping to make this faster.
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	360	TODO	# TODO: reuse these names somehow?
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	376	NOTE	# Cast to something non-trait. Note: for this to work, all struct
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	694	TODO	# TODO: Better escaping of backspaces and such
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	782	TODO	# TODO: This may set errno as a side effect, that is a little sketchy.
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	799	TODO	# TODO: we shouldn't dereference to type that are pointer type so far
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	817	TODO	# TODO: support tuple type
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	837	TODO	# TODO: Can we do better if only a subset of fields are initialized?
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	838	TODO	# TODO: Make this less verbose in the common case
.venv/Lib/site-packages/mypyc/codegen/emitfunc.py	839	TODO	# TODO: Support tuples (or use RStruct for tuples)?
.venv/Lib/site-packages/mypyc/codegen/emitmodule.py	3	FIXME	# FIXME: Basically nothing in this file operates on the level of a
.venv/Lib/site-packages/mypyc/codegen/emitmodule.py	1277	TODO	# TODO: Support fastcall for __init__ and __new__.
.venv/Lib/site-packages/mypyc/codegen/emitwrapper.py	373	NOTE	# Note that in normal Python you'd instead of an explicit
.venv/Lib/site-packages/mypyc/codegen/emitwrapper.py	844	TODO	# TODO: Use this for more wrappers
.venv/Lib/site-packages/mypyc/codegen/emitwrapper.py	928	TODO	# TODO: The Py_RETURN macros return the correct PyObject * with reference count
.venv/Lib/site-packages/mypyc/codegen/emitwrapper.py	957	TODO	# TODO: Tracebacks?
.venv/Lib/site-packages/mypyc/common.py	57	NOTE	# Note: Assume that the compiled code uses the same bit width as mypyc
.venv/Lib/site-packages/mypyc/common.py	89	NOTE	# not strictly wrong to modify them. See PEP 683 for more information, but note that
.venv/Lib/site-packages/mypyc/ir/class_ir.py	139	TODO	# TODO: Make it a regular method and generate its body in IR
.venv/Lib/site-packages/mypyc/ir/func_ir.py	80	TODO	# TODO: Track if method?
.venv/Lib/site-packages/mypyc/ir/func_ir.py	226	TODO	# TODO: move this to FuncIR?
.venv/Lib/site-packages/mypyc/ir/ops.py	284	NOTE	# Override this is if Op may raise an exception. Note that currently the fact that
.venv/Lib/site-packages/mypyc/ir/ops.py	1171	TODO	# TODO: Make it more explicit at IR level that this always raises
.venv/Lib/site-packages/mypyc/ir/ops.py	1593	TODO	# TODO: Support other native integer types
.venv/Lib/site-packages/mypyc/ir/ops.py	1803	NOTE	# managed again. (Note we need to steal before unborrow, to avoid
.venv/Lib/site-packages/mypyc/ir/ops.py	1989	TODO	# TODO: Should the following definition live somewhere else?
.venv/Lib/site-packages/mypyc/ir/ops.py	2000	NOTE	# Note that this approach differs from how we deserialize ASTs in mypy itself,
.venv/Lib/site-packages/mypyc/ir/pprint.py	170	TODO	# TODO: Remove bool check (it's unboxed)
.venv/Lib/site-packages/mypyc/ir/pprint.py	177	TODO	# TODO: Remove bool check (it's unboxed)
.venv/Lib/site-packages/mypyc/ir/pprint.py	184	TODO	# TODO: Display long name?
.venv/Lib/site-packages/mypyc/ir/rtypes.py	65	TODO	# TODO: This shouldn't be specific to C or a string
.venv/Lib/site-packages/mypyc/ir/rtypes.py	255	TODO	# TODO: Invent an overlapping error value?
.venv/Lib/site-packages/mypyc/ir/rtypes.py	289	NOTE	# NOTE: All the supported instances of RPrimitive are defined
.venv/Lib/site-packages/mypyc/ir/rtypes.py	301	NOTE	# NOTE: Even though this is very flexible, this type should be used as
.venv/Lib/site-packages/mypyc/irbuild/builder.py	1141	TODO	# TODO: use native calls for any decorated functions which have all their decorators
.venv/Lib/site-packages/mypyc/irbuild/builder.py	1331	TODO	# TODO: Don't special case IntExpr
.venv/Lib/site-packages/mypyc/irbuild/callable_class.py	154	NOTE	# outer scope. Note that there are three possible environment
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	204	TODO	# TODO: Generate glue method if needed?
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	205	TODO	# TODO: Do we need interpreted glue methods? Maybe not?
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	247	TODO	# TODO: Maybe generate more precise types for annotations
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	642	FIXME	# FIXME: try to better preserve the special forms and type parameters of generics.
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	647	NOTE	# NOTE: Using string type information is similar to using
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	649	NOTE	# NOTE: For string types we need to use the fullname since it
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	659	FIXME	# FIXME: if get_type_info is not provided, don't fall back to stmt.type?
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	668	TODO	# TODO: is it possible to determine whether a non-string annotation is
.venv/Lib/site-packages/mypyc/irbuild/classdef.py	723	TODO	# TODO: Support nested statements
.venv/Lib/site-packages/mypyc/irbuild/context.py	53	TODO	# TODO: add field for ret_type: RType = none_rprimitive
.venv/Lib/site-packages/mypyc/irbuild/expression.py	179	TODO	# TODO: Behavior currently only defined for Var, FuncDef and MypyFile node types.
.venv/Lib/site-packages/mypyc/irbuild/expression.py	257	TODO	# TODO: Handle other item types
.venv/Lib/site-packages/mypyc/irbuild/expression.py	283	OPTIMIZE	# warning(builder, 'can not optimize super() expression', o.line)
.venv/Lib/site-packages/mypyc/irbuild/expression.py	451	TODO	# TODO: We could support it when it is a parent class in many cases?
.venv/Lib/site-packages/mypyc/irbuild/expression.py	760	TODO	# TODO: Don't produce an expression when used in conditional context
.venv/Lib/site-packages/mypyc/irbuild/for_helpers.py	618	NOTE	# or an exception being raised. Note that Branch.IS_ERROR checks only
.venv/Lib/site-packages/mypyc/irbuild/for_helpers.py	820	TODO	# TODO: Don't reload the length each time when iterating an immutable sequence?
.venv/Lib/site-packages/mypyc/irbuild/for_helpers.py	1086	NOTE	# NOTE: This would be questionable if short ints could be 32 bits.
.venv/Lib/site-packages/mypyc/irbuild/format_str_tokenizer.py	54	TODO	# TODO: Match specifiers instead of using whole_seq
.venv/Lib/site-packages/mypyc/irbuild/function.py	209	TODO	# TODO: do something about abstract methods.
.venv/Lib/site-packages/mypyc/irbuild/function.py	416	TODO	# TODO: Support contravariant subtyping in the input argument for
.venv/Lib/site-packages/mypyc/irbuild/function.py	449	TODO	# TODO: Support property setters in non-extension classes
.venv/Lib/site-packages/mypyc/irbuild/function.py	617	FIXME	# FIXME: this won't work if we can do interpreted subclasses
.venv/Lib/site-packages/mypyc/irbuild/function.py	994	TODO	# TODO: avoid recomputing the native IDs for all the functions every time we find a new
.venv/Lib/site-packages/mypyc/irbuild/function.py	1003	TODO	# TODO: avoid reloading the registry here if we just created it
.venv/Lib/site-packages/mypyc/irbuild/generator.py	406	TODO	# TODO: Use the right type here instead of object?
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	208	TODO	# TODO: The threshold is a randomly chosen number which needs further
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	546	TODO	# TODO: i32 on 64-bit platform
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	821	TODO	# TODO: extend to cover(*args, **k, **w, **a, **r, **g, **s)
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	838	OPTIMIZE	# elif ...: TODO extend this to optimize fn(*args, k=1, **kwargs) case
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	839	OPTIMIZE	# TODO optimize this case using the length utils - currently in review
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	846	TODO	# TODO: can we maintain an empty tuple in memory and just reuse it again and again?
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	885	TODO	# TODO: We could try harder to avoid creating basic blocks in the common case
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	952	TODO	# TODO: use dict_copy_op for simple cases of **kwargs
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	1533	OPTIMIZE	# If the method is able to return NotImplemented, we should not optimize it.
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	1560	TODO	# TODO: modify 'str' to use same interface as 'compare_bytes' as it would avoid
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	1715	TODO	# TODO: Overflow? Unsigned?
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	2079	TODO	# TODO: Generate PrimitiveOps here and transform them into CallC
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	2149	TODO	# formal is not None and # TODO
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	2279	OPTIMIZE	# compilers can optimize more
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	2299	OPTIMIZE	# compilers can optimize more
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	2404	TODO	# TODO: Support use_pyssize_t
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	2483	OPTIMIZE	# TODO: Optimize cases where a single operation can handle multiple union items
.venv/Lib/site-packages/mypyc/irbuild/ll_builder.py	2604	TODO	# TODO: Support RInstance with no custom __eq__/__ne__ and other primitive types.
.venv/Lib/site-packages/mypyc/irbuild/mapper.py	149	TODO	# TODO: Erase to union if object has value restriction?
.venv/Lib/site-packages/mypyc/irbuild/mapper.py	183	TODO	# TODO: We could probably support decorators sometimes (static and class method?)
.venv/Lib/site-packages/mypyc/irbuild/mapper.py	185	OPTIMIZE	# Give a more precise type for generators, so that we can optimize
.venv/Lib/site-packages/mypyc/irbuild/match.py	128	TODO	# TODO: use faster instance check for native classes (while still
.venv/Lib/site-packages/mypyc/irbuild/match.py	161	TODO	# TODO: use faster "get_attr" method instead when calling on native or
.venv/Lib/site-packages/mypyc/irbuild/match.py	172	TODO	# TODO: same as above "get_attr" comment
.venv/Lib/site-packages/mypyc/irbuild/prebuildvisitor.py	136	TODO	# TODO: What about overloaded functions?
.venv/Lib/site-packages/mypyc/irbuild/prebuildvisitor.py	145	NOTE	# defined in the function stack, then note the previous
.venv/Lib/site-packages/mypyc/irbuild/prebuildvisitor.py	189	TODO	# TODO: Remove from the orig_func free_variables set?
.venv/Lib/site-packages/mypyc/irbuild/prebuildvisitor.py	201	NOTE	# being visited to note where it was first visited.
.venv/Lib/site-packages/mypyc/irbuild/prepare.py	133	TODO	# TODO: what else?
.venv/Lib/site-packages/mypyc/irbuild/prepare.py	253	TODO	# TODO: do something about abstract methods here. Currently, they are handled just like
.venv/Lib/site-packages/mypyc/irbuild/prepare.py	291	TODO	# TODO: support decorated methods (at least @classmethod and @staticmethod).
.venv/Lib/site-packages/mypyc/irbuild/prepare.py	364	XXX	# XXX: How do we handle *other* things??
.venv/Lib/site-packages/mypyc/irbuild/prepare.py	371	NOTE	# Note that if we try to subclass a C extension class that
.venv/Lib/site-packages/mypyc/irbuild/specialize.py	131	TODO	# TODO: Allow special cases to have default args or named args. Currently they don't since
.venv/Lib/site-packages/mypyc/irbuild/specialize.py	253	NOTE	# Note that it is not safe to use fast methods on dict subclasses,
.venv/Lib/site-packages/mypyc/irbuild/statement.py	376	NOTE	# Note that we miscompile import from inside of functions here,
.venv/Lib/site-packages/mypyc/irbuild/statement.py	673	TODO	# TODO: handle break/continue
.venv/Lib/site-packages/mypyc/irbuild/statement.py	892	OPTIMIZE	# We could probably optimize the case where the manager is compiled by us,
